name,year,song_name,performed_by
Gone with the Wind,1939,"Weeping, Sad and Lonely (When This Cruel War Is Over)",
Gone with the Wind,1939,The Bonnie Blue Flag,
Gone with the Wind,1939,Hark! the Herald Angels Sing,
Gone with the Wind,1939,Tramp! Tramp! Tramp! (The Boys Are Marching),
Gone with the Wind,1939,The Old Folks at Home (Swanee River),
Gone with the Wind,1939,Go Down Moses (Let My People Go),
Gone with the Wind,1939,My Old Kentucky Home,
Gone with the Wind,1939,Marching Through Georgia,
Gone with the Wind,1939,Battle Hymn of the Republic,
Gone with the Wind,1939,Beautiful Dreamer,
Gone with the Wind,1939,Jeanie with the Light Brown Hair,
Gone with the Wind,1939,Yankee Doodle,
Gone with the Wind,1939,Stars of the Summer Night,
Gone with the Wind,1939,Bridal Chorus (Here Comes the Bride),
Gone with the Wind,1939,Deep River,
Gone with the Wind,1939,For He's a Jolly Good Fellow,
Gone with the Wind,1939,London Bridge Is Falling Down,
Gone with the Wind,1939,Ben Bolt (Oh Don't You Remember),
Gone with the Wind,1939,(Unspecified Cue),
Chinatown,1974,I Can't Get Started,
Chinatown,1974,Easy Living,
Chinatown,1974,The Way You Look Tonight,
Chinatown,1974,Some Day,
Chinatown,1974,The Vagabond King Waltz,
Inside Out,2015,Grim Grinning Ghosts (Otherworldly Concerto),Gaylord Carter
Inside Out,2015,Exotico Speedo,
"Lock, Stock and Two Smoking Barrels",1998,Hundred Mile City,Ocean Colour Scene (as Ocean Color Scene)
"Lock, Stock and Two Smoking Barrels",1998,Police and Thieves,Junior Murvin
"Lock, Stock and Two Smoking Barrels",1998,The Boss,James Brown
"Lock, Stock and Two Smoking Barrels",1998,"Truly Madly, Deeply",Skanga
"Lock, Stock and Two Smoking Barrels",1998,Spooky,Dusty Springfield
"Lock, Stock and Two Smoking Barrels",1998,"Liar, Liar",The Castaways
"Lock, Stock and Two Smoking Barrels",1998,I Wanna Be Your Dog,The Stooges
"Lock, Stock and Two Smoking Barrels",1998,Why Did You Do It,Stretch
"Lock, Stock and Two Smoking Barrels",1998,Man Machine,Robbie Williams
"Lock, Stock and Two Smoking Barrels",1998,Zorba's Dance,David A. Hughes and John Murphy
"Lock, Stock and Two Smoking Barrels",1998,The Payback,James Brown
"Lock, Stock and Two Smoking Barrels",1998,Walk This Land,E-Z Rollers
"Lock, Stock and Two Smoking Barrels",1998,Fool's Gold,The Stone Roses (as Stone Roses) (p) & © 1989 Silvertone Records Ltd
"Lock, Stock and Two Smoking Barrels",1998,18 With A Bullet,Pete Wingfield
"Lock, Stock and Two Smoking Barrels",1998,Oh Girl,
The Thing,1982,Don't Explain,Billie Holiday
The Thing,1982,Superstition,
The Thing,1982,One Chain Don't Make No Prison,The Four Tops
The Secret in Their Eyes,2009,Tema de Liliana,
The Secret in Their Eyes,2009,Réquiem,
The Secret in Their Eyes,2009,Morales,
The Secret in Their Eyes,2009,Tema de Irene,
Howl's Moving Castle,2004,Sekai no Yakusoku,Chieko Baisho
The Bridge on the River Kwai,1957,Colonel Bogey March,
The Bridge on the River Kwai,1957,For He's a Jolly Good Fellow,
The Bridge on the River Kwai,1957,If You Were the Only Girl in the World,Percy Herbert and Harold Goodwin at the Entertainment
The Bridge on the River Kwai,1957,God Save the King,the British Prisoners of War
The Bridge on the River Kwai,1957,I Give My Heart To No One But You,
The Bridge on the River Kwai,1957,Radio Dance Music,
The Bridge on the River Kwai,1957,Camp Concert Dance,
Trainspotting,1996,Lust for Life,Iggy Pop
Trainspotting,1996,Carmen - Habañera,Budapest Philharmonic Orchestra (uncredited)
Trainspotting,1996,Deep Blue Day,Brian Eno
Trainspotting,1996,Trainspotting,Primal Scream
Trainspotting,1996,Temptation,Heaven 17
Trainspotting,1996,Atomic,Sleeper
Trainspotting,1996,Temptation,New Order
Trainspotting,1996,Nightclubbing,Iggy Pop
Trainspotting,1996,Sing,Blur
Trainspotting,1996,Perfect Day,Lou Reed
Trainspotting,1996,Dark and Long,Underworld
Trainspotting,1996,Think About the Way (Bom Digi Digi Bom...),Ice MC
Trainspotting,1996,Mile End,Pulp
Trainspotting,1996,For What You Dream Of,Bedrock featuring Kyo
Trainspotting,1996,2:01,Elastica
Trainspotting,1996,Hertzlich Tut Mich Verlangan,Gábor Lehotka
Trainspotting,1996,Two Little Boys,Ewen Bremner
Trainspotting,1996,A Final Hit,Leftfield
Trainspotting,1996,Statuesque,Sleeper
Trainspotting,1996,Born Slippy,Underworld
Trainspotting,1996,Closet Romantic,Damon Albarn (as Albarn) / Gauld / Sidwell / Henry / Smith and The Duke Strings Quartet
Trainspotting,1996,Temptation,Kelly Macdonald [When Diane is sitting on Renton's bed during his hallucinations]
"Three Billboards Outside Ebbing, Missouri",2017,Last Rose of Summer (Thomas Moore),"Renée Fleming, English Chamber Orchestra, Jeffrey Tate"
"Three Billboards Outside Ebbing, Missouri",2017,Buckskin Stallion Blues,
"Three Billboards Outside Ebbing, Missouri",2017,Radio Song,The Felice Brothers
"Three Billboards Outside Ebbing, Missouri",2017,Christine is Dead,Giampiero Boneschi
"Three Billboards Outside Ebbing, Missouri",2017,Chiquitita,ABBA © NICEF Sweden AB
"Three Billboards Outside Ebbing, Missouri",2017,His Master's Voice,Monsters of Folk
"Three Billboards Outside Ebbing, Missouri",2017,iNergy,
"Three Billboards Outside Ebbing, Missouri",2017,"Walk Away, Renee",The Four Tops (as Four Tops)
"Three Billboards Outside Ebbing, Missouri",2017,"Andante (Piano Sonata No.1 in C, K.279)",Maria João Pires
"Three Billboards Outside Ebbing, Missouri",2017,Night They Drove Old Dixie Down,"Joan Baez © 1969 (Renewed) Canaan Music, Inc. (ASCAP)"
"Three Billboards Outside Ebbing, Missouri",2017,Buckskin Stallion Blues,Amy Annelle
"Three Billboards Outside Ebbing, Missouri",2017,Streets of Laredo,
Warrior,2011,Start a War,The National
Warrior,2011,Take Time in Life,Ellen Edson
Warrior,2011,On My Side,DJ Z-Trip (as Z-Trip) featuring Lateef Dumont (as Lateef) & Slug
Warrior,2011,This Is Me,Rockness Monsta (as Rock from Heltah Skeltah)
Warrior,2011,You Know I Like That,Abi Ryan
Warrior,2011,Smack Zone (Pigmix),Smaxone
Warrior,2011,Sweat,Sarah Leichtenberg
Warrior,2011,Lido Shuffle,Boz Scaggs
Warrior,2011,"Symphony No. 9 in D Minor, Op. 125, 'Choral', 2nd Movement",Nicolaus Esterházy Sinfonia
Warrior,2011,"Partita for Violin Solo No. 2 in D Minor, BWV 1004",Sequeira Costa
Warrior,2011,The Sun and Earth,Middle Distance Runner
Warrior,2011,Roses from the South,
Warrior,2011,The August Waltz,
Warrior,2011,Drum and Stilt Walking Creation,"Jamal P. Dickerson, Nasir Pasha Dickerson (as Nasir P. Dickerson), Kysame Watson and Niseeah Branch"
Warrior,2011,This Is War,Tyler Parkinson and Ethan Embry
Warrior,2011,Fight Night,M.O.P.
Warrior,2011,"Symphony No. 9 in D Minor, Op. 125, 'Choral', Finale",the Nicolaus Esterházy Sinfonia and Chorus
Warrior,2011,The Halls of Montezuma,
Warrior,2011,Everything,Lords of Ruin
Warrior,2011,Everyday,The Fonzarellies
Warrior,2011,I Got Everything I Need,The Chelsea Smiles
Warrior,2011,Get Up!,2 Clicks Down
Warrior,2011,Fastidious Horses,Vladimir Vysotskiy (as Vladimir Vissotsky)
Warrior,2011,About Today,The National
Gran Torino,2008,Gran Torino,Jamie Cullum and Don Runner
Gran Torino,2008,Psalm XVIII,
Gran Torino,2008,Esto Es Guerra,Convoy Obanito
Gran Torino,2008,We Don't F* Around,
Gran Torino,2008,The Bartender,Renzo Mantovani and Doug Webb
Gran Torino,2008,Maybe So,Renzo Mantovani and Doug Webb
Gran Torino,2008,Appreciation,
Gran Torino,2008,Hmoob Tuag Nthi,Rare
Gran Torino,2008,All My Hmong Mutha F*kaz,
Gran Torino,2008,Gran Torino,Jamie Cullum feat. Clint Eastwood
Fargo,1996,Do You Know the Way to San Jose,
Fargo,1996,"Up, Up and Away",
Fargo,1996,Tie a Yellow Ribbon Round the Ole Oak Tree,
Fargo,1996,Sometimes in Winter,
Fargo,1996,Feels So Good,
Fargo,1996,Big City,Merle Haggard
Fargo,1996,These Boots Are Made for Walkin',Boy George
Fargo,1996,Let's Find Each Other Tonight,"José Feliciano (uncredited) Jobete Music Co., Inc. and Deedle Dytle Music"
Fargo,1996,Johnny's Theme,
My Neighbor Totoro,1988,Tonari no Totoro,
My Neighbor Totoro,1988,Sampo,
Prisoners,2013,Put Your Hand In The Hand,Ocean
Prisoners,2013,The Lord's Prayer Music,
Prisoners,2013,I Can't Find Them,
Prisoners,2013,Surveillance,
Prisoners,2013,The Candlelight Vigil,
Prisoners,2013,Escape,
Prisoners,2013,The Tall Man,
Prisoners,2013,The Everyday Bible,
Prisoners,2013,Through Falling Snow,
Prisoners,2013,Following Keller,
Prisoners,2013,The Keeper,
Prisoners,2013,The Intruder,
Prisoners,2013,The Priest's Basement,
Prisoners,2013,The Snakes,
Prisoners,2013,The Trans Am,
Prisoners,2013,Prisoners,
Prisoners,2013,Escape,
Prisoners,2013,Codex,Radiohead
Prisoners,2013,Jingle Bells,
Prisoners,2013,The Star-Spangled Banner,
Million Dollar Baby,2004,Blue Morgan,
Million Dollar Baby,2004,Boxing Baby,
Million Dollar Baby,2004,Solferino,
Million Dollar Baby,2004,Blue Diner,
Blade Runner,1982,Harps of the Ancient Temples,Gail Laughton
Blade Runner,1982,One More Kiss Dear,Vangelis
Blade Runner,1982,Love Theme,
Blade Runner,1982,Tales of the Future,Demis Roussos
Blade Runner,1982,Search For Clues,
Catch Me If You Can,2002,To Tell the Truth,
Catch Me If You Can,2002,Embraceable You,Judy Garland
Catch Me If You Can,2002,Put Your Head on My Shoulder,The Lettermen
Catch Me If You Can,2002,Body and Soul,Erroll Garner
Catch Me If You Can,2002,I've Got the World on a String,"Teddy Wilson, Milt Hinton and Oliver Jackson"
Catch Me If You Can,2002,Take the A Train,
Catch Me If You Can,2002,The Girl from Ipanema,Stan Getz and João Gilberto (as Joao Gilberto) featuring Antonio Carlos Jobim
Catch Me If You Can,2002,James Bond Theme,
Catch Me If You Can,2002,Mele Kalikimaka,Bing Crosby
Catch Me If You Can,2002,The Look of Love,
Catch Me If You Can,2002,You Really Got Me,The Kinks
Catch Me If You Can,2002,He's So Fine,The Chiffons
Catch Me If You Can,2002,Has Anybody Here Seen Kelly?,The Mitch Miller Singers
Catch Me If You Can,2002,Un Poco Adagio,Leif Ove Andsnes and The Norwegian Chamber Orchestra
Catch Me If You Can,2002,I'll Be Home for Christmas,The Hollyridge Strings
Catch Me If You Can,2002,The Way You Look Tonight,The Lettermen
Catch Me If You Can,2002,Come Fly with Me,Frank Sinatra
Catch Me If You Can,2002,I Can't Give You Anything But Love,
Catch Me If You Can,2002,I'm Shooting High,Ellis Hall and BeB'Opera
Catch Me If You Can,2002,Leaving on a Jet Plane,
Catch Me If You Can,2002,Peuple Fidèle,
Catch Me If You Can,2002,Les Anges Dans Nos Campagnes,
Catch Me If You Can,2002,The Christmas Song,Nat 'King' Cole
On the Waterfront,1954,Here Comes the Bride,
The Third Man,1949,The Third Man Theme,Anton Karas on a zither
The Third Man,1949,"Managua, Nicaragua",
The Third Man,1949,Das Alte Lied,
Gone Girl,2014,Saved by Zero,The Fixx
Gone Girl,2014,Wall of God,China Crisis
Gone Girl,2014,"New York, New York",
Gone Girl,2014,Law and Order Theme,
Gone Girl,2014,(Don't Fear) The Reaper,Blue Öyster Cult (as Blue Oyster Cult)
Gone Girl,2014,Defy Spaces for You,
Gone Girl,2014,Left EY3,Kreayshawn
Gone Girl,2014,Lady Double Dealer,Krokus
Gone Girl,2014,Cool Cat,
Gone Girl,2014,I'm Trippin Out,Jelly Roll
Gone Girl,2014,Not Gonna Bring Me Down,
Gone Girl,2014,The Informer,
Gone Girl,2014,The Instigator,
Gone Girl,2014,Heavy Justice,
Gone Girl,2014,Drastic Measures,
Gone Girl,2014,Cold Case,
12 Years a Slave,2013,"My Lord, Sunshine",Roosevelt Credit and David Hughey
12 Years a Slave,2013,The Devil's Dream,Tim Fain
12 Years a Slave,2013,"Trio in B-flat, D471",Tim Fain and Caitlin Sullivan
12 Years a Slave,2013,The Old Promenade,Tim Fain
12 Years a Slave,2013,Money Musk,Tim Fain
12 Years a Slave,2013,Run Nigger Run,Paul Dano (uncredited)
12 Years a Slave,2013,Awake on Foreign Shores,
12 Years a Slave,2013,Apache Blessing Song,
12 Years a Slave,2013,Cotton Song,
12 Years a Slave,2013,Miller's Reel,Tim Fain
12 Years a Slave,2013,Yarney's Waltz,Tim Fain and Caitlin Sullivan
12 Years a Slave,2013,O Teach Me Lord,"Tami Tyree, Roosevelt Credit, David Hughey, and Dan'yelle Williamson"
12 Years a Slave,2013,John,
12 Years a Slave,2013,Roll Jordan Roll,Topsy Chapman (uncredited) and Chiwetel Ejiofor (uncredited)
Ben-Hur,1959,Overture,
Ben-Hur,1959,Star Of Bethlehem / Adoration Of The Magi,
Ben-Hur,1959,Fanfare To Prelude / Prelude / Marcia Romana,
Ben-Hur,1959,Love Theme / Ring For Freedom,
The General,1926,The General,
The Deer Hunter,1978,Can't Take My Eyes Off You,Frankie Valli
The Deer Hunter,1978,Good Hearted Woman,Waylon Jennings
The Deer Hunter,1978,Tattletale Eyes,George Jones and Tammy Wynette
The Deer Hunter,1978,Cavatina,
The Deer Hunter,1978,Praise the Name of the Lord,
The Deer Hunter,1978,Troika,
The Deer Hunter,1978,Katyusha,
The Deer Hunter,1978,Sarabande,
The Deer Hunter,1978,Memory Eternal (Vechnaya Pamyat),
The Deer Hunter,1978,God Bless America,
The Deer Hunter,1978,"Nocturne No. 6 in G Minor, Opus 15-3",
The Deer Hunter,1978,Korobeiniki,
The Deer Hunter,1978,"Drop-Kick Me, Jesus (Through the Goalposts of Life)",the cast
The Deer Hunter,1978,Midnight Train to Georgia,Gladys Knight & The Pips
The Deer Hunter,1978,The Stars and Stripes Forever,
The Deer Hunter,1978,Down From Heaven,"Robert De Niro, Christopher Walken, John Cazale, George Dzundza and Chuck Aspegren"
The Deer Hunter,1978,Foxy Lady,
Wild Strawberries,1957,KUNGLIGA SOEDERMANLANDS REGEMENTES MARSCH,
Wild Strawberries,1957,MARCIA CAROLUS REX,
Wild Strawberries,1957,PARADEMARSCH DER 18:ER HUSAREN,
Wild Strawberries,1957,UNDER ROENN OCH SYREN / BLOMMANDE SKOENA DALAR,
Wild Strawberries,1957,JA; MAA HAN LEVA!,
Wild Strawberries,1957,Fugue nº8 in E-flat minor,
Before Sunrise,1995,Dido And Aeneas,"Academy of the Begynhof, Amsterdam"
Before Sunrise,1995,Dancing With Da Rat,
Before Sunrise,1995,Yakety Sax,Boots Randolph
Before Sunrise,1995,Come Here,
Before Sunrise,1995,Anti Body,
Before Sunrise,1995,"Sonata No. 8 In C Minor, Opus 13 ('Pathétique') Rondo: Allegro",Istvan Szekely
Before Sunrise,1995,"Concerto In B-Flat Major For Violin And Oboe With Ripieno Strings, RV 358",
Before Sunrise,1995,The Human Pump,
Before Sunrise,1995,Vienna Blood,Barbara Klebel and Wolfgang Staribacher
Before Sunrise,1995,Trapeze,Lou Christie
Before Sunrise,1995,'Variatio 25' of 'The Goldberg Variations',Wolfgang Glüxam
Before Sunrise,1995,"'Andante' from 'Sonata No. 1 In G Major, BWV 1027'",Yo-Yo Ma and Kenneth Cooper
Before Sunrise,1995,Living Life,Kathy McCarty
In the Name of the Father,1993,In the Name of the Father,Bono and Gavin Friday
In the Name of the Father,1993,Voodoo Child (Slight Return),The Jimi Hendrix Experience
In the Name of the Father,1993,Like a Rolling Stone,Bob Dylan
In the Name of the Father,1993,Billy Boola,Gavin Friday and Bono
In the Name of the Father,1993,Tiger Feet,Mud
In the Name of the Father,1993,Dedicated Follower of Fashion,The Kinks
In the Name of the Father,1993,Leader of the Gang,
In the Name of the Father,1993,Happy Birthday,
In the Name of the Father,1993,Is This Love,Bob Marley Composer/Writer - Bob Marley Publisher Bob Marley Music Ltd/Blue Mountain Music
In the Name of the Father,1993,In the Name of the Blues,Pete Cummins & John Fitzgibbon Writers Pete Cummins (as Cummins) / John Fitzgibbon (as Fitzgibbon)
In the Name of the Father,1993,The Godfather,
In the Name of the Father,1993,Whiskey in the Jar,Thin Lizzy Composer/Writer Phil Lynott (as Lynott) / Eric Bell (as Bell) / Brian Downey (as Downey) Publisher Polygram Music Publishing Ltd. (P) 1972 Decca Record Co. Ltd.
In the Name of the Father,1993,(You Made Me the) Thief of Your Heart,Sinéad O'Connor
The Grand Budapest Hotel,2014,The Linden Tree,"Osipov State Russian Folk Orchestra, Vitaly Gnutov"
The Grand Budapest Hotel,2014,s'Rothe-Zäuerli,Öse Schuppel
The Grand Budapest Hotel,2014,Svetit Mesyats,The Ludmila Zykina State Academic Russian National Balalaika Ensemble and the Orchestre de Balalaikas Saint-Georges
The Grand Budapest Hotel,2014,Roses from the South,"Wurlitzer 153, 8-Roll #13175"
The Grand Budapest Hotel,2014,Happy Birthday to You,
The Grand Budapest Hotel,2014,Kamarinskaya,"Osipov State Russian Folk Orchestra, Vitaly Gnutov"
The Grand Budapest Hotel,2014,Concerto for Lute and Plucked Strings I. Moderato,Siegfried Behrend and DZO Chamber Orchestra
Mr. Smith Goes to Washington,1939,"Columbia, the Gem of the Ocean",
Mr. Smith Goes to Washington,1939,Yankee Doodle,
Mr. Smith Goes to Washington,1939,"America, My Country Tis of Thee",
Mr. Smith Goes to Washington,1939,Semper Fidelis,
Mr. Smith Goes to Washington,1939,The Star-Spangled Banner,
Mr. Smith Goes to Washington,1939,For He's a Jolly Good Fellow,
Mr. Smith Goes to Washington,1939,Auld Lang Syne,
Mr. Smith Goes to Washington,1939,O Bury Me Not On the Lone Prairie,
Mr. Smith Goes to Washington,1939,When Johnny Comes Marching Home,
Mr. Smith Goes to Washington,1939,Taps,
Mr. Smith Goes to Washington,1939,Battle Hymn of the Republic,
Mr. Smith Goes to Washington,1939,Red River Valley,
Mr. Smith Goes to Washington,1939,Jeanie With the Light Brown Hair,
Mr. Smith Goes to Washington,1939,(Oh My Darling) Clementine,
Mr. Smith Goes to Washington,1939,The Old Grey Mare,
Room,2015,Bag Fight,"Klaus Badelt, Daniel Rojas and Andrew Raiher"
Room,2015,Big Rock Candy Mountain,Brie Larson
Room,2015,The Mighty Rio Grande,This Will Destroy You
Room,2015,Campfire,
Pather Panchali,1955,It's A Long Way to Tipperary,
Hacksaw Ridge,2016,To God be the Glory,
Hacksaw Ridge,2016,We're Gonna Have To Slap The Dirty Little Jap,
Hacksaw Ridge,2016,Why We Fight: Prelude to War,Frank Capra
How to Train Your Dragon,2010,Sticks and Stones,Jon Thor Birgisson (as Jónsi)
The Wages of Fear,1953,The Blue Danube,
The Wages of Fear,1953,Valentine,
Barry Lyndon,1975,"PIANO TRIO IN E-FLAT, OP 100 (second movement)",
Barry Lyndon,1975,GERMAN DANCE No.1 IN C-MAJOR,
Barry Lyndon,1975,CELLO CONCERTO IN E-MINOR (3rd. movement),
Barry Lyndon,1975,CONCERTO FOR 2 HARPSICHORDS AND ORCHESTRA IN C-MINOR (adagio),
Barry Lyndon,1975,THE BARBER OF SEVILLE (cavatina),
Barry Lyndon,1975,IDOMENEO (march),
Barry Lyndon,1975,HOHENFRIEDBERGER MARCH,
Barry Lyndon,1975,TIN WHISTLES,
Barry Lyndon,1975,WOMEN OF IRELAND,The Chieftains
Barry Lyndon,1975,Women of Ireland,
Barry Lyndon,1975,PIPER'S MAGGOT JIG,
Barry Lyndon,1975,THE SEA MAIDEN,The Chieftains
Barry Lyndon,1975,BRITISH GRENADIERS (fife and drum),
Barry Lyndon,1975,LILLIBURLERO (fife and drums),
Barry Lyndon,1975,Sarabande,
The Seventh Seal,1957,Hållas Mellan Rona,
The Seventh Seal,1957,Det Sitter en Duva,
The Seventh Seal,1957,Ödet Är en Rackare,
The Seventh Seal,1957,Hästen Sitter i Trädet,
The Seventh Seal,1957,Skats Sång,
The Seventh Seal,1957,"Dies Iræ, Dies Illa / Vredens Stora Dag Är Nära",
Klaus,2019,Invisible,Zara Larsson
Klaus,2019,Don't Mess With The Postman,Borja Justo Franco
Klaus,2019,How You Like Me Now,The Heavy (uncredited) (C) Just Isn't Music/The Bicycle Music Company
Klaus,2019,"One, Two, Three",
Klaus,2019,Hochzeitsmarch,
Klaus,2019,Silent Night,
The Big Lebowski,1998,The Man In Me,
The Big Lebowski,1998,Ataypura,Yma Sumac
The Big Lebowski,1998,Behave Yourself,Booker T. & the M.G.s (as Booker T. & The MG's)
The Big Lebowski,1998,'Branded' Theme Song,
The Big Lebowski,1998,Dead Flowers,Townes van Zandt
The Big Lebowski,1998,Glück das mir verblieb,"Ilona Steingruber, Anton Dermota and Österreichischer Rundfunk (as the Austrian State Radio Orchestra)"
The Big Lebowski,1998,Her Eyes Are a Blue Million Miles,Don Van Vliet (as Captain Beefheart)
The Big Lebowski,1998,Hotel California,Gipsy Kings (as The Gipsy Kings)
The Big Lebowski,1998,I Got It Bad & That Ain't Good,Nina Simone
The Big Lebowski,1998,I Hate You,The Monks (as Monks)
The Big Lebowski,1998,Just Dropped In (To See What Condition My Condition Was In),Kenny Rogers & The First Edition
The Big Lebowski,1998,Lookin' Out My Back Door,Creedence Clearwater Revival
The Big Lebowski,1998,Lujon,
The Big Lebowski,1998,Mucha Muchacha,Juan García Esquivel (as Esquivel)
The Big Lebowski,1998,My Mood Swings,Elvis Costello
The Big Lebowski,1998,Oye Como Va,Santana
The Big Lebowski,1998,Peaceful Easy Feeling,Eagles (as The Eagles)
The Big Lebowski,1998,Piacere Sequence,
The Big Lebowski,1998,Pictures at an Exhibition,Koninklijk Concertgebouworkest (as The Royal Concertgebouw Orchestra)
The Big Lebowski,1998,Requiem in D Minor,Slovak Philharmonic Orchestra (as The Slovak Philharmonic Orchestra) and Slovak Philharmonic Chorus (as the Slovak Philharmonic Choir)
The Big Lebowski,1998,Stamping Ground,
The Big Lebowski,1998,Run through the Jungle,Creedence Clearwater Revival
The Big Lebowski,1998,Standing on the Corner,Dean Martin
The Big Lebowski,1998,Tammy,Debbie Reynolds
The Big Lebowski,1998,Traffic Boom,
The Big Lebowski,1998,Tumbling Tumbleweeds,Sons of the Pioneers
The Big Lebowski,1998,Viva Las Vegas,Shawn Colvin
The Big Lebowski,1998,Walking Song,
The Big Lebowski,1998,We Venerate Thy Cross,The Rustavi Choir
The Big Lebowski,1998,Viva Las Vegas,
The Big Lebowski,1998,Technopop,
Mad Max: Fury Road,2015,Elegy For Rosa,
Mad Max: Fury Road,2015,Refugee's Theme Symphonic Variation No. 1,
Mad Max: Fury Road,2015,Messa da Requiem - Dies Irae,St. Petersburg Philharmonic Orchestra
Mad Max: Fury Road,2015,Teardrop,Massive Attack
Mad Max: Fury Road,2015,Out of Control,
Mad Max: Fury Road,2015,Survive (Extended Version),Junkie XL
Mad Max: Fury Road,2015,Escape (Extended Version),Junkie XL
Mad Max: Fury Road,2015,Immortan's Citadel (Extended Version),Junkie XL
Mad Max: Fury Road,2015,Blood Bag (Extended Version),Junkie XL
Mad Max: Fury Road,2015,Buzzards Arrive (Bonus Track),Junkie XL
Mad Max: Fury Road,2015,Water (Extended Version),Junkie XL
Mad Max: Fury Road,2015,Into the Canyon (Bonus Track),Junkie XL
Mad Max: Fury Road,2015,The Chase (Bonus Track),Junkie XL
Mad Max: Fury Road,2015,The Bog (Extended Version),Junkie XL
Mad Max: Fury Road,2015,Many Mothers (Extended Version),Junkie XL
Mad Max: Fury Road,2015,Immortan (Bonus Track),Junkie XL
Mad Max: Fury Road,2015,Chapter Doof,Junkie XL
Mad Max: Fury Road,2015,Walhalla Awaits (Bonus Track),Junkie XL
Mad Max: Fury Road,2015,Storm Is Coming (Extended Version),Junkie XL
Mad Max: Fury Road,2015,Mary Jo Bassa (Bonus Track),Junkie XL
Mad Max: Fury Road,2015,My Name Is Max,Junkie XL
Mad Max: Fury Road,2015,Coda (Bonus Track),Junkie XL
Mad Max: Fury Road,2015,Let Them Up,Junkie XL
Mad Max: Fury Road,2015,Spikey Cars (Extended Version),Junkie XL
Mad Max: Fury Road,2015,We Are Not Things (Extended Version),Junkie XL
Mad Max: Fury Road,2015,Moving on (Bonus Track),Junkie XL
Mad Max: Fury Road,2015,Brothers in Arms (Extended Version),Junkie XL
Mad Max: Fury Road,2015,Redemption,Junkie XL
Mad Max: Fury Road,2015,The Return to Nowhere (Bonus Track),Junkie XL
Mad Max: Fury Road,2015,Claw Trucks (Extended Version),Junkie XL
Wild Tales,2014,Love Theme From Flashdance,Helen St. John
Wild Tales,2014,"Lady, Lady, Lady",Joe Esposito (uncredited)
Wild Tales,2014,Titanium,David Guetta ft. Sia
Wild Tales,2014,Fly Me to the Moon (In Other Words) (P) 1968,Bobby Womack
Wild Tales,2014,Hallelujah,Fabiana Feiguelblat and Harry Aldasoro
Wild Tales,2014,Happy Birthday,
Wild Tales,2014,Aire Libre,Lucien Belmond
Wild Tales,2014,Aire Salvaje,
"Monsters, Inc.",2001,If I Didn't Have You,Billy Crystal and John Goodman
"Monsters, Inc.",2001,Bintang Kecil,
Mary and Max,2009,Perpetuum Mobile,the Penguin Cafe Orchestra (as Penguin Café Orchestra)
Mary and Max,2009,Perpetuum Mobile,Penguin Cafe Orchestra (as Penguin Café Orchestra)
Mary and Max,2009,"Itsi Bitsi, Petit Bikini",Dalida
Mary and Max,2009,Old Mother Hubbard,ABC Radio Orchestra
Mary and Max,2009,Russian Rag,Sydney Alpha Ensemble
Mary and Max,2009,The Typewriter,
Mary and Max,2009,Bulgar Frailach (Trad.),
Mary and Max,2009,Dance of the Knights (Montagues and Capulets),Sydney Symphony Orchestra
Mary and Max,2009,Prelude and Yodel,the Penguin Cafe Orchestra
Mary and Max,2009,Zadok the Priest,The King's Consort & Choir of the Kings Consort
Mary and Max,2009,That Happy Feeling,Bert Kaempfert and His Orchestra
Mary and Max,2009,Russian Rag,Lisa Moore
Mary and Max,2009,Zorba's Dance,The London Pops Orchestra
Mary and Max,2009,That's Life,James Last And His Orchestra
Mary and Max,2009,"Whatever Will Be, Will Be (Que Sera, Sera)",Pink Martini
Mary and Max,2009,The Humming Chorus,Nana Mouskouri
Mary and Max,2009,A Swinging Safari,
Jaws,1975,Untitled Improvised Campfire Guitar Music,Mike Haydn
Jaws,1975,I Honestly Love You,Lynn Anderson
Jaws,1975,(You're) Having My Baby,
Jaws,1975,In the Good Old Summer Time,
Jaws,1975,Spanish Ladies,Robert Shaw
Jaws,1975,Show Me The Way To Go Home,"Robert Shaw, Roy Scheider and Richard Dreyfuss"
The Passion of Joan of Arc,1928,Voices of Light,
Hotel Rwanda,2004,Umqombothi,Yvonne Chaka Chaka
Hotel Rwanda,2004,Mama Ararira,
Hotel Rwanda,2004,Yariz' Ampeka,
Hotel Rwanda,2004,Ikibo,
Hotel Rwanda,2004,Mwali Wei,
Hotel Rwanda,2004,Olugendo Lw'e Bulaya,
Hotel Rwanda,2004,Whispered Song with Inanga Accompaniment,
Hotel Rwanda,2004,Ubuhuha,
Hotel Rwanda,2004,At the Warehouse,
Hotel Rwanda,2004,Hutu Power Re-visited,
Hotel Rwanda,2004,Lobsters Pt 1,
Hotel Rwanda,2004,Poolside Muzak,
Hotel Rwanda,2004,Lobsters Pt 2,
Hotel Rwanda,2004,Sorrow,
Hotel Rwanda,2004,The Chosen,
Hotel Rwanda,2004,Million Voices,Wyclef Jean
Hotel Rwanda,2004,Children Found,Andrea Guerra
Rocky,1976,Take Me Back,Valentine
Rocky,1976,Rocky's Theme (Gonna Fly),
Rocky,1976,Summer Madness,Kool & The Gang
Rocky,1976,The First Noel,
Rocky,1976,Jingle Bells,
Rocky,1976,"Silent Night, Holy Night",
Rocky,1976,Deck the Halls,
